"Serial Number",SKU,EAN,Description,"Sold Qty",Package,"Package Unit","Target Quantity","Main Unit",Category
1370,SS0968P,4800070000000,"SS0968P Albatross Jasmin Refill 50g x1",,,,,pc,food
1371,1371P,1371P,"1371P Packaging Plastic 4 3/4"" x 5"" x 1/2"" x .0015"" two side print for BNTV1303C Solo x1",,,,,pc,food
1372,0376P,4800150000000,"0376P Zim Scrub Jr x1",,,,,pc,food
1373,P1535P,4800890000000,"P1535P Surf Detergent Bar 120g x1",,,,,pc,food
1374,P1384P,4800190000000,"P1384P Oishi Potato Fries Plain Salted 50g x1",,,,,pc,food
1375,P1718P,4806520000000,"P1718P Goya Dark Chocolate 30g x1",,,,,pc,food
1378,FE030P,FE030P,"FE030P Cotton Duster x1",,,,,pc,food
1380,0385P,4800150000000,"0385P Zim Powder Cleanser Calamansi Refill 350g x1",,,,,pc,food
1382,P2073P,4902430000000,"P2073P Tide Garden Bloom 585g x1",,,,,pc,food
1383,SS1410P,4800020000000,"SS1410P Nissin Cup Yakisoba Spicy Chicken 77g x1",,,,,pc,food
1384,P1899P,4800090000000,"P1899P Happy Peanut BBQ 100g x1",,,,,pc,food
1386,SS0952P,4800020000000,"SS0952P Del Monte Pineapple Tidbits 822g x1",,,,,pc,food
1387,SS1578P,4800090000000,"SS1578P Fudgee Bar Macapuno 39g x10",,,,,pc,food
1388,P1292P,9300680000000,"P1292P M&M Chocolate 46g x1",,,,,pc,food
1390,SS1119P,4807770000000,"SS1119P Lucky Me Mini Seafood 40g x1",,,,,pc,food
1393,P1844P,9556180000000,"P1844P Cadbury Dairy Milk Chocolate Bar 160g x1",,,,,pc,food
1400,P1312P,4800190000000,"P1312P Oishi Potato Fries Tomato Ketchup Flavor 50g x1",,,,,pc,food
1402,P1408P,4800890000000,"P1408P Surf Detergent Bar Fresh Blossoms 360g x1",,,,,pc,food
1403,SS1401P,4806520000000,"SS1401P Knick Knacks Chocolate 21g x1",,,,,pc,food
1404,SS1263P,750515000000,"SS1263P M.Y. San Grahams Honey Crackers 210g x1",,,,,pc,food
1406,P1563P,8996000000000,"P1563P Kopiko Brown Coffee Pouch 27.5g x30",,,,,pc,food
1407,P2329P,6942840000000,"P2329P Hershey's Creamy Milk Chocolate 40g x1",,,,,pc,food
1408,P2196P,4800040000000,"P2196P Lily's Classic Peanut Butter 224g x1",,,,,pc,food
1409,P0963P,4800250000000,"P0963P CDO Meat Loaf 210g x1",,,,,pc,food
1410,FE277P,FE277P,"FE277P G8 Fork White x25",,,,,pc,food
1412,P2194P,6924740000000,"P2194P Doritos Tortilla Taco 65g x1",,,,,pc,food
1417,04990P,04990P,"04990P Mop Head Rayon Heavy Duty No. 400 Yellow x1",,,,,pc,food
1419,SS1270P,4809010000000,"SS1270P Boy Bawang Cornick BBQ 90g x1",,,,,pc,food
1420,P0917P,4800890000000,"P0917P Lady's Choice Mayonnaise Pouch 470mL x1",,,,,pc,food
1422,FE296P,FE296P,"FE296P Mop Head Cotton Blue 500g x1",,,,,pc,food
1423,FE297P,FE297P,"FE297P Mop Head Cotton Green 500g x1",,,,,pc,food
1429,SS1728P,4800190000000,"SS1728P Oishi O-Puff Chocolate Cream 84g x1",,,,,pc,food
1430,P1759P,8992760000000,"P1759P Oreo Chocolate 119.6g x1",,,,,pc,food
1431,P1285P,4800040000000,"P1285P Curly Tops x30",,,,,pc,food
1432,P0931P,4805360000000,"P0931P Magnolia All Purpose Cream 250ml x1",,,,,pc,food
1433,SS1624P,4800050000000,"SS1624P Pride Powder Washing Machine 2000g x1",,,,,pc,food
1435,P1880P,4902430000000,"P1880P Ariel Detergent Powder Antibac 60g x1",,,,,pc,food
1437,P1055P,4800020000000,"P1055P Del Monte Sweet Blend Ketchup with Spout 320g x1",,,,,pc,food
1438,SS0907P,SS0907P,"SS0907P Savers Spoon x25",,,,,pc,food
1439,SS0250P,4800020000000,"SS0250P Del Monte Pineapple Tidbits 115g x1",,,,,pc,food
1440,04887P,04887P,"04887P Packaging Plastic 8 x 16 x .0012 PE for BNTY0321 Kitchen Towel x1",,,,,pc,food
1442,P1955P,4800140000000,"P1955P ABC Jelly 12's x1",,,,,pc,food
1444,SS1502P,4800360000000,"SS1502P Maggi Magic Sarap 150g x1",,,,,pc,food
1445,FE247P,FE247P,"FE247P Rubber Gloves Ordinary XL pair x1",,,,,pc,food
1446,SS1433P,4800550000000,"SS1433P Chips Delight Peanut & Caramel 40g x1",,,,,pc,food
1447,P1348P,731126000000,"P1348P Nagaraya Adobo Cracker Nuts 80g x1",,,,,pc,food
1449,FE159P,FE159P,"FE159P Styro Cups Coffee Express 8oz x25",,,,,pc,food
1450,SS1057P,4800020000000,"SS1057P Chippy Chili & Cheese 110g x1",,,,,pc,food
1452,SS1530P,14285000921,"SS1530P UFC Golden Fiesta Cooking Oil 950mL x1",,,,,pc,food
1454,P2258P,4800090000000,"P2258P Rebisco Frootees Strawberry 32g x10",,,,,pc,food
1455,1371-INP,1371-INP,"1371-INP IN House for BNTV1303C Solo x1",,,,,pc,food
1456,P1360P,4806010000000,"P1360P Jolly Mushroom Pieces and Stems 400g x1",,,,,pc,food
1457,P0420P,4800020000000,"P0420P Del Monte Spaghetti Pasta 900g x1",,,,,pc,food
1458,P2321P,4800110000000,"P2321P Royal Salad Macaroni 200g x1",,,,,pc,food
1459,P1064P,4800250000000,"P1064P CDO Kaong White 340g x1",,,,,pc,food
1460,0846P,4808680000000,"0846P Knorr Liquid Seasoning 250mL x1",,,,,pc,food
1461,0959P,4800020000000,"0959P Del Monte Spaghetti Sauce Filipino Style 250g x1",,,,,pc,food
1462,1498P,1498P,"1498P Unbranded Styro Cup 8oz x25",,,,,pc,food
1463,SS1736P,748486000000,"SS1736P Argentina Spicy Sisig 150g x1",,,,,pc,food
1464,SS1304P,4800020000000,"SS1304P Roller Coaster Snack Chiz 24g x1",,,,,pc,food
1465,P2386P,4806020000000,"P2386P Lemon Square ChooChoo Choco Vanilla 38g x10",,,,,pc,food
1466,1360-INP,1360-INP,"1360-INP IN House for BNTY0304P 2p4 x1",,,,,pc,food
1467,0977P,4800150000000,"0977P Zim Dishwashing foam only x1",,,,,pc,food
1469,1368P,1368P,"1368P Packaging Plastic 9 + 7 x 20 x 0015 PE no print for BNTBSY0300P TPROSE x1",,,,,pc,food
1470,P1477P,8996000000000,"P1477P Fres Candy Grapemint 3g x50",,,,,pc,food
1475,SS0888P,4800020000000,"SS0888P C2 Green Tea Apple 500mL x1",,,,,pc,food
1477,SS1640P,4800020000000,"SS1640P Del Monte Tomato Paste 150g x1",,,,,pc,food
1479,1362P,1362P,"1362P Packaging Plastic for BNTY0305P 2p12 x1",,,,,pc,food
1480,SS1462P,4801670000000,"SS1462P Datu Puti Soy Sauce 1L x1",,,,,pc,food
1482,FE285P,FE285P,"FE285P Royal Plastic Cups 8oz x50",,,,,pc,food
1487,0845P,4801670000000,"0845P Datu Puti Vinegar 1L x1",,,,,pc,food
1490,2127P,4800050000000,"2127P Zonrox Blossom Fresh 450ml x1",,,,,pc,food
1491,SS1488P,14285000891,"SS1488P UFC Sweet Chili Sauce 340g x1",,,,,pc,food
1493,FE047P,FE047P,"FE047P Paint brush No. 2 x1",,,,,pc,food
1495,P2397P,4801670000000,"P2397P Mang Tomas All Around Sarsa 325g x1",,,,,pc,food
1497,P2384P,4800890000000,"P2384P Surf Bar Tawas 360g x1",,,,,pc,food
1498,1362-INP,1362-INP,"1362-INP IN House BNTY0305P 2p12 x1",,,,,pc,food
1499,1368-INP,1368-INP,"1368-INP IN House for BNTBSY0300P TPROSE x1",,,,,pc,food
1502,P2226P,4800360000000,"P2226P Nescafe Coffeemate Creamer 150g x1",,,,,pc,food
1506,04907P,04907P,"04907P Customized Sticker Gift Card x1",,,,,pc,food
1514,10318P,10318P,"10318P Interleave White Single Dispenser Wall Mounted x1",,,,,pc,food
1519,FB012P,4800250000000,"FB012P CDO Nata De Coco 240g x1",,,,,pc,food
1523,NS125,NS125,"NS125 SM Gift Check PHP100.00",,,,,pc,food
1528,P0201P,4800090000000,"P0201P Choco Mucho Dark Chocolate 30g x1",,,,,pc,food
1529,P0621P,4800020000000,"P0621P Del Monte Elbow Macaroni 400g x1",,,,,pc,food
1530,P0655P,4800580000000,"P0655P Carnation Evap 370mL x1",,,,,pc,food
1533,P2157P,P2157P,"P2157P Flowers",,,,,pc,food
1537,P2302P,4800030000000,"P2302P Ideal Elbow Macaroni 200g x1",,,,,pc,food
1538,P2307P,4800360000000,"P2307P Milo 150g x1",,,,,pc,food
1539,P2512P,4800030000000,"P2512P Sunshine Elbow Macaroni 400g x1",,,,,pc,food
1573,SS0098P,4800110000000,"SS0098P Royal Elbow Macaroni 400g x1",,,,,pc,food
1577,SS1629P,4800020000000,"SS1629P Magic Cream Chocolate 28g x10",,,,,pc,food
1578,SS1697P,6901010000000,"SS1697P Maling Luncheon Meat Easy 340g x1",,,,,pc,food
1580,WS001P,WS001P,"WS001P Round Gift Box x1",,,,,pc,food
1587,P0247P,4805360000000,"P0247P Magnolia Quezo de Bola 350g x1",,,,,pc,food
1589,P0178P,4800020000000,"P0178P Today's Fruitcocktail 836g x1",,,,,pc,food
1590,P2478P,4800250000000,"P2478P CDO Chinese Style Luncheon Meat 350g x1",,,,,pc,food
